视频标题,视频链接,当前视频所在网页链接
重温经典——电影《平原游击队》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2510230884811776/98,https://dyjy.dtdjzx.gov.cn/course/special/subject/98
重温经典——电影《小兵张嘎》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2510226238833664/98,https://dyjy.dtdjzx.gov.cn/course/special/subject/98
重温经典——电影《老兵新传》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2508837342626816/98,https://dyjy.dtdjzx.gov.cn/course/special/subject/98
重温经典——电影《草原上的人们》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2508854570157056/98,https://dyjy.dtdjzx.gov.cn/course/special/subject/98
重温经典——电影《霓虹灯下的哨兵》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2508868750803968/98,https://dyjy.dtdjzx.gov.cn/course/special/subject/98
重温经典——电影《南征北战》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2508885333443584/98,https://dyjy.dtdjzx.gov.cn/course/special/subject/98
“两学一做”学习教育系列之深刻领会习主席关于党和法高度统一关系的重要论述03,https://dyjy.dtdjzx.gov.cn/resourcedetailed/216/33,https://dyjy.dtdjzx.gov.cn/course/special/subject/33
“两学一做”学习教育系列之深刻领会习主席关于党和法高度统一关系的重要论述01,https://dyjy.dtdjzx.gov.cn/resourcedetailed/160/33,https://dyjy.dtdjzx.gov.cn/course/special/subject/33
“两学一做”学习教育系列之深刻领会习主席关于党和法高度统一关系的重要论述02,https://dyjy.dtdjzx.gov.cn/resourcedetailed/215/33,https://dyjy.dtdjzx.gov.cn/course/special/subject/33
美丽小村——嘉祥县老僧堂镇兰垓村第一书记张克霞,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2956212830110720/11,https://dyjy.dtdjzx.gov.cn/course/special/subject/11
在执着和无悔中绽放精彩 ——记“全省优秀检察官”、嘉祥县人民检察院李传珍,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2954408694367232/11,https://dyjy.dtdjzx.gov.cn/course/special/subject/11
我是党员系列 周元龙：为了心中的那份责任,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2949051806893056/11,https://dyjy.dtdjzx.gov.cn/course/special/subject/11
我是党员系列 刘奉田：群众动嘴我跑腿,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2949058888729600/11,https://dyjy.dtdjzx.gov.cn/course/special/subject/11
我是党员系列 李强：生态建设排头兵,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2949065586426880/11,https://dyjy.dtdjzx.gov.cn/course/special/subject/11
我是党员系列 蔡广征：妙手仁心惠乡里,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2949046444557312/11,https://dyjy.dtdjzx.gov.cn/course/special/subject/11
我是党员系列 郭昊：为留守儿童留下幸福记忆,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2949043737347072/11,https://dyjy.dtdjzx.gov.cn/course/special/subject/11
我是党员系列 冯保良：宁愿一人脏 换来万家洁,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2949056115475456/11,https://dyjy.dtdjzx.gov.cn/course/special/subject/11
我是党员系列 孙海芝：“蔬菜书记”的富民梦,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2949061531124736/11,https://dyjy.dtdjzx.gov.cn/course/special/subject/11
《我是党员》系列节目之急诊室的男护士赵建文,https://dyjy.dtdjzx.gov.cn/resourcedetailed/374/11,https://dyjy.dtdjzx.gov.cn/course/special/subject/11
《我是党员》系列节目之金乡好人赵福运,https://dyjy.dtdjzx.gov.cn/resourcedetailed/377/11,https://dyjy.dtdjzx.gov.cn/course/special/subject/11
《我是党员》系列节目之航拍人生李思远,https://dyjy.dtdjzx.gov.cn/resourcedetailed/376/11,https://dyjy.dtdjzx.gov.cn/course/special/subject/11
《我是党员》系列节目之物理教具“发明家”周岩,https://dyjy.dtdjzx.gov.cn/resourcedetailed/375/11,https://dyjy.dtdjzx.gov.cn/course/special/subject/11
《我是党员》系列节目之“板房”书记于珠明,https://dyjy.dtdjzx.gov.cn/resourcedetailed/370/11,https://dyjy.dtdjzx.gov.cn/course/special/subject/11
《我是党员》系列节目之第一书记王加革,https://dyjy.dtdjzx.gov.cn/resourcedetailed/371/11,https://dyjy.dtdjzx.gov.cn/course/special/subject/11
《我是党员》系列节目之国学传播者郑丽媛,https://dyjy.dtdjzx.gov.cn/resourcedetailed/372/11,https://dyjy.dtdjzx.gov.cn/course/special/subject/11
《条例轻松学》第四集：党的纪律检查委员会的监督,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2460645428069376/22,https://dyjy.dtdjzx.gov.cn/course/special/subject/22
《条例轻松学》第二集：党的中央组织的监督,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2460652608734208/22,https://dyjy.dtdjzx.gov.cn/course/special/subject/22
《条例轻松学》第三集：党委（党组）的监督,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2460649096430592/22,https://dyjy.dtdjzx.gov.cn/course/special/subject/22
《条例轻松学》第六集：党内监督和外部监督相结合,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2460630875964416/22,https://dyjy.dtdjzx.gov.cn/course/special/subject/22
《条例轻松学》第七集：整改和保障,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2460622938014720/22,https://dyjy.dtdjzx.gov.cn/course/special/subject/22
《条例轻松学》第五集：党的基层组织和党员的监督,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2460642796733440/22,https://dyjy.dtdjzx.gov.cn/course/special/subject/22
《条例轻松学》第一集：总则,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2460655346533376/22,https://dyjy.dtdjzx.gov.cn/course/special/subject/22
《信仰的力量—永不褪色的记忆》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2688216289215488/12,https://dyjy.dtdjzx.gov.cn/course/special/subject/12
《信仰的力量—退伍老兵的为民情怀》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2688225607877632/12,https://dyjy.dtdjzx.gov.cn/course/special/subject/12
《信仰的力量—强村富民的好书记》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2688226931917824/12,https://dyjy.dtdjzx.gov.cn/course/special/subject/12
《信仰的力量—带领群众共同致富的创业者》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2687160727094272/12,https://dyjy.dtdjzx.gov.cn/course/special/subject/12
《信仰的力量—经历战火洗礼的退伍兵》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2688212700988416/12,https://dyjy.dtdjzx.gov.cn/course/special/subject/12
《信仰的力量—人生的勋章》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2688214295315456/12,https://dyjy.dtdjzx.gov.cn/course/special/subject/12
《信仰的力量—带领农村发展的模范先锋》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2687159127704576/12,https://dyjy.dtdjzx.gov.cn/course/special/subject/12
《信仰的力量—退伍兵的枣乡情》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2687156902528000/12,https://dyjy.dtdjzx.gov.cn/course/special/subject/12
《信仰的力量—咱是当过兵的人》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2687148813452288/12,https://dyjy.dtdjzx.gov.cn/course/special/subject/12
《信仰的力量—不忘本色  心系百姓》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2687150833796096/12,https://dyjy.dtdjzx.gov.cn/course/special/subject/12
听老革命讲那过去的事情,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2983075221505024/13,https://dyjy.dtdjzx.gov.cn/course/special/subject/13
向党说句心里话,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2948988520498176/13,https://dyjy.dtdjzx.gov.cn/course/special/subject/13
不忘初心之李涛,https://dyjy.dtdjzx.gov.cn/resourcedetailed/343/13,https://dyjy.dtdjzx.gov.cn/course/special/subject/13
不忘初心之五心环卫,https://dyjy.dtdjzx.gov.cn/resourcedetailed/342/13,https://dyjy.dtdjzx.gov.cn/course/special/subject/13
不忘初心之马洪秀,https://dyjy.dtdjzx.gov.cn/resourcedetailed/346/13,https://dyjy.dtdjzx.gov.cn/course/special/subject/13
不忘初心之满利民,https://dyjy.dtdjzx.gov.cn/resourcedetailed/344/13,https://dyjy.dtdjzx.gov.cn/course/special/subject/13
不忘初心之赵峰、刘春安、刘磊,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2690348883543040/13,https://dyjy.dtdjzx.gov.cn/course/special/subject/13
不忘初心之邓涛,https://dyjy.dtdjzx.gov.cn/resourcedetailed/345/13,https://dyjy.dtdjzx.gov.cn/course/special/subject/13
不忘初心之金维 索建民,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2690348007769088/13,https://dyjy.dtdjzx.gov.cn/course/special/subject/13
《我身边的好党员》-入党就要做好事儿 秦正志,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2678687516476416/111,https://dyjy.dtdjzx.gov.cn/course/special/subject/111
《我身边的好党员》-人民警察 杜军贞,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2678689567982592/111,https://dyjy.dtdjzx.gov.cn/course/special/subject/111
《我身边的好党员》-为爱出发 李延照,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2678690852570112/111,https://dyjy.dtdjzx.gov.cn/course/special/subject/111
《我身边的好党员》-医者仁心 殷玉梅,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2678758751749120/111,https://dyjy.dtdjzx.gov.cn/course/special/subject/111
《我身边的好党员》-为了你们的幸福 刘爱玲,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2678762629170176/111,https://dyjy.dtdjzx.gov.cn/course/special/subject/111
《我身边的好党员》-一诺如山 郭风英,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2678761442116608/111,https://dyjy.dtdjzx.gov.cn/course/special/subject/111
《我身边的好党员》-致富路上的贴心人  王伦世,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2678763963319296/111,https://dyjy.dtdjzx.gov.cn/course/special/subject/111
“摩托哥”刘奉田——记济宁金乡县马庙镇玉皇庙村文书刘奉田,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2948991407162368/111,https://dyjy.dtdjzx.gov.cn/course/special/subject/111
妙手仁心惠乡里——记济宁市金乡县司马镇东蔡村乡村医生蔡广征,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2948997387813888/111,https://dyjy.dtdjzx.gov.cn/course/special/subject/111
韩义祥：我为英雄立传,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2949026758362112/111,https://dyjy.dtdjzx.gov.cn/course/special/subject/111
《我身边的好党员》-好闺女 王津峰,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2678682288030720/111,https://dyjy.dtdjzx.gov.cn/course/special/subject/111
《我身边的好党员》-好日子 于乐美,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2678685610968064/111,https://dyjy.dtdjzx.gov.cn/course/special/subject/111
泉水叮咚奏响富裕歌——第一书记姬国强驻村工作纪实,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2984013862323200/14,https://dyjy.dtdjzx.gov.cn/course/special/subject/14
集体经济增收案例展播——滨州市和平居委会,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2491693109838848/14,https://dyjy.dtdjzx.gov.cn/course/special/subject/14
集体经济增收案例展播——滨州市王立平村,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2491710734386176/14,https://dyjy.dtdjzx.gov.cn/course/special/subject/14
集体经济增收案例展播——滨州市大郑村,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2491737766102016/14,https://dyjy.dtdjzx.gov.cn/course/special/subject/14
集体经济增收案例展播——滨州市桃李居委会,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2497451912086528/14,https://dyjy.dtdjzx.gov.cn/course/special/subject/14
集体经济增收案例展播——滨州市双庙刘居委会,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2491690490283008/14,https://dyjy.dtdjzx.gov.cn/course/special/subject/14
中国共产党的执政建设（上）,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2480522026779648/75,https://dyjy.dtdjzx.gov.cn/course/special/subject/75
中国共产党的执政建设（下）,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2480519013401600/75,https://dyjy.dtdjzx.gov.cn/course/special/subject/75
坚守——记莱芜市人民医院产科医生 曹呈国,https://dyjy.dtdjzx.gov.cn/resourcedetailed/385/15,https://dyjy.dtdjzx.gov.cn/course/special/subject/15
坚守——记章丘市官庄街道山村教师 王绍山,https://dyjy.dtdjzx.gov.cn/resourcedetailed/369/15,https://dyjy.dtdjzx.gov.cn/course/special/subject/15
传统文化与价值建设（下）,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2482025291465728/84,https://dyjy.dtdjzx.gov.cn/course/special/subject/84
传统文化与价值建设（上）,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2482029270090752/84,https://dyjy.dtdjzx.gov.cn/course/special/subject/84
《泉城先锋》陈叶翠,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2749381548639232/7,https://dyjy.dtdjzx.gov.cn/course/special/subject/7
《泉城先锋》辛兆年,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2749420188664832/7,https://dyjy.dtdjzx.gov.cn/course/special/subject/7
《泉城先锋》田象霞,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2749390401963008/7,https://dyjy.dtdjzx.gov.cn/course/special/subject/7
《泉城先锋》孟宪华,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2749395746014208/7,https://dyjy.dtdjzx.gov.cn/course/special/subject/7
《泉城先锋》许秀军,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2749405010281472/7,https://dyjy.dtdjzx.gov.cn/course/special/subject/7
《泉城先锋》彭兴明,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2749408224871424/7,https://dyjy.dtdjzx.gov.cn/course/special/subject/7
《泉城先锋》杜春霞,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2749455144420352/7,https://dyjy.dtdjzx.gov.cn/course/special/subject/7
《泉城先锋》沙树星,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2749424624813056/7,https://dyjy.dtdjzx.gov.cn/course/special/subject/7
《泉城先锋》王本珍,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2749431839130624/7,https://dyjy.dtdjzx.gov.cn/course/special/subject/7
《泉城先锋》盛莉,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2749461278671872/7,https://dyjy.dtdjzx.gov.cn/course/special/subject/7
《泉城先锋》张宗光,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2749512256553984/7,https://dyjy.dtdjzx.gov.cn/course/special/subject/7
《泉城先锋》张建国,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2749503441765376/7,https://dyjy.dtdjzx.gov.cn/course/special/subject/7
《泉城先锋》靳海峰,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2749494227420160/7,https://dyjy.dtdjzx.gov.cn/course/special/subject/7
《泉城先锋》刘永海,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2749486408778752/7,https://dyjy.dtdjzx.gov.cn/course/special/subject/7
《泉城先锋》付倩,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2749464473306112/7,https://dyjy.dtdjzx.gov.cn/course/special/subject/7
《泉城先锋》张涛,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2750837988606976/7,https://dyjy.dtdjzx.gov.cn/course/special/subject/7
《泉城先锋》赵宝胜,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2750818901017600/7,https://dyjy.dtdjzx.gov.cn/course/special/subject/7
《泉城先锋》腾飞,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2750821905024000/7,https://dyjy.dtdjzx.gov.cn/course/special/subject/7
《泉城先锋》米丰武,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2750824410743808/7,https://dyjy.dtdjzx.gov.cn/course/special/subject/7
《泉城先锋》秦洁,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2750847655445504/7,https://dyjy.dtdjzx.gov.cn/course/special/subject/7
《泉城先锋》麻永坤,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2750841179472896/7,https://dyjy.dtdjzx.gov.cn/course/special/subject/7
《泉城先锋》刘继杰,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2750845037970432/7,https://dyjy.dtdjzx.gov.cn/course/special/subject/7
《泉城先锋》芦继红,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2750849832354816/7,https://dyjy.dtdjzx.gov.cn/course/special/subject/7
《泉城先锋》史兴顺,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2750861274481664/7,https://dyjy.dtdjzx.gov.cn/course/special/subject/7
《泉城先锋》邢文泉,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2750851909026816/7,https://dyjy.dtdjzx.gov.cn/course/special/subject/7
《泉城先锋》肖舒荣,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2750854127502336/7,https://dyjy.dtdjzx.gov.cn/course/special/subject/7
《泉城先锋》高淑贞,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2750858089563136/7,https://dyjy.dtdjzx.gov.cn/course/special/subject/7
《泉城先锋》江英茂,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2750863433892864/7,https://dyjy.dtdjzx.gov.cn/course/special/subject/7
《泉城先锋》王丽,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2750868740375552/7,https://dyjy.dtdjzx.gov.cn/course/special/subject/7
《泉城先锋》刘云香,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2750871169238016/7,https://dyjy.dtdjzx.gov.cn/course/special/subject/7
《红色记忆》第99集 “便衣侦察”李善义——记临沂市罗庄区金坦社区建国前老党员李善义,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2728317179151360/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第100集 无悔奉献——记莒南县上涧村建国前老党员程记奎,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2728309056553984/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第95集 一生热爱党——记费县卸甲水村建国前老党员崔友田,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2728350615553024/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第93集 热血铸就的党魂——记郯城县樊埝村建国前老党员樊信生,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2728353535886336/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第92集 一个医护兵的战火岁月——记临沂市河东区东南村建国前老党员陈玉石,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2728356181279744/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第89集 永远跟你走——记沂水县大辉泉村建国前老党员李向奎,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2735374355416064/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第88集 平凡的坚守——记蒙阴县新佛峪村建国前老党员韩贞祥,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2735379835061248/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第84集 百岁老人的爱党情——记费县石沟村建国前老党员张德荣,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2735388163113984/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第87集 永远的承诺——记临沂市河东区后林子村建国前老党员蒋春晓,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2735385172689920/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第97集 爱党情怀——记费县朱田村建国前老党员班玉英,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2728345948832768/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第79期 战火青春——记临沂经济技术开发区贺成村建国前老党员陈广田,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2735419436401664/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第83集 田家岭的苦和乐——记临沭县田家后村建国前老党员田家岭,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2735389935191040/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第81集 忠诚的选择——记苍山县小城东村建国前老党员孙玉山,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2735411179734016/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第80集 一片赤心献给党——记郯城县秦园村建国前老党员宋荣安,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2735417532515328/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第78期 丹心向党不忘本——记沂南县中高湖村建国前老党员刘方茂,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746689734231040/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第65期 “飞毛腿”王子明——记临沂市罗庄区常旺社区建国前老党员王子明,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746708766114816/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第77集 坚守信仰——记郯城县南元街建国前老党员徐祗祥,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746693462754304/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第76期 永不褪色的信念——记苍山县六合村建国前老党员张祥玉,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746696267383808/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第75期 看河老人——记临沂市罗庄区蒋史汪二村建国前老党员孙廷战,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746697796764672/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第72期 赤诚本色——记沂水县刘家店子村建国前老党员刘志武,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746699998757888/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第70期 老支书邓运生——记临沂市罗庄区前大埠村建国前老党员邓运生,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746701151159296/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第67期 那些忘不了的事——记临沭县旺南庄村建国前老党员王克庆,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746705560617984/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第66期 党徽光耀人生路——记临沂市河东区前林子村建国前老党员李继文,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746706920539136/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第62期 无悔的奉献——记沂水县后金鸡埠村建国前老党员杨世友,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746710254453760/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第61期 我的红色岁月——记平邑县利沟村建国前老党员王立才,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746711685678080/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第52集 铁血老兵——记费县肖山坡村建国前老党员季朝臣,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746722131133440/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第53集 春访夏洪春——记临沭县郭庄村建国前老党员夏洪春,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746720602129408/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第54集 坚定信念跟党走——记沂南县宝石峪村建国前老党员徐乃荣,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746719350899712/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第55期 永恒的坚守——记苍山县毛埠村建国前老党员毛学青,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746717848847360/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第57期 为民情怀——记临沭县月庄社区建国前老党员唐宽恩,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746716478407680/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第58期 坚定信仰跟党走——记临沂市河东区建国前老党员林庆春,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746715546502144/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第59期 散不去的硝烟——记临沂市罗庄区朱庄村建国前老党员朱永吉,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746714088784896/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第60期 光辉岁月——记蒙阴县八里庙子村建国前老党员张信文,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746713027118080/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第49集 知恩有义的老兵——记莒南县净埠村建国前老党员惠恩义,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746723297657856/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第46集 永不褪色的老兵——记临沂市河东区泉沂庄村建国前老党员赵庚,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746726023955456/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第44集 永不褪色的旗帜——记平邑县东故县村建国前老党员张永礼,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746727135167488/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第43集 矢志不渝跟党走——记临沂市兰山区上艾崮村建国前老党员沈德英,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746736898819072/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第37集 抗日英雄林庆玉——记莒南县渊子崖村建国前老党员林庆玉,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746739981927424/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第38集 爱唱歌的老人——记沂水县王庄社区建国前老党员朱凤兰,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746739017778176/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第40集 永不退色的记忆——记费县西南峪村建国前老党员周景兰,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746738016502784/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第36集 无悔的选择——记临沂市郯城县固疃村建国前老党员孙玉娥,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746741471233024/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第35集 飒爽英姿张自英——记临沭县前塘村建国前老党员张自英,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746742411805696/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第21集 铁血将帅——记莒南县淮海西路居建国前老党员聂邦栋,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746753150256128/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第24期 追忆战火岁月——记临沂市临港区壮岗村建国前老党员鲁绪为,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746751883510784/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第34集 旗映夕阳红——记临沂市河东区平墩湖村建国前老党员厉景沂,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746743369401344/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第33集 忆峥嵘岁月——记临沂市罗庄区留邻庄建国前老党员刘金福,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746744600183808/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
